Transcript_ID,Gene_Symbol,SRR1552444,SRR1552445,SRR1552446,SRR1552447,SRR1552448,SRR1552449,SRR1552450,SRR1552451,SRR1552452,SRR1552453,SRR1552454,SRR1552455
ENSMUST00000036226.6,Fem1c,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000036229.13,Ctdp1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000036248.13,Pmepa1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000036252.7,Lmna,1,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000036288.11,R3hdm1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000036372.8,Chsy1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000036376.13,Tmub2,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000036493.8,Atp1a1,0,2,0,0,0,1,0,3,2,2,1,1
ENSMUST00000036572.4,Tmem51,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000036647.13,Ctdspl2,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000036928.12,Ephx1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000037023.9,Rps29,0,2,0,0,0,0,0,1,0,0,0,0
ENSMUST00000037056.9,Atp5j2,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000037097.9,Fhod3,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000037141.9,Setd7,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000037290.12,Mars1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000037299.15,Ythdf1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000037302.6,Tbc1d12,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000037324.12,Skp1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000037401.10,Phf20,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000037472.13,Leng8,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000037526.11,Tanc1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000037615.7,Aldh5a1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000037748.9,Hnrnpu,0,0,0,1,0,0,0,2,1,0,0,0
ENSMUST00000037828.8,Ldlrap1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000037865.13,Atp6v0a2,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000037875.6,Rrbp1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000037907.13,Ddx58,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000037930.13,Msl1,0,1,0,0,0,0,0,0,0,0,0,1
ENSMUST00000037947.15,Mcl1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000038027.6,Gpi1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000038091.8,Sde2,0,0,0,0,0,1,0,0,0,0,0,1
ENSMUST00000038108.12,Ndufc1,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000038131.10,Rfc3,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000038280.5,Fermt1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000038287.7,Dusp5,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000038384.8,Ythdc1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000038407.6,Larp6,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000038422.8,Irf2bpl,1,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000038424.14,Txndc11,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000038488.17,Sidt2,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000038514.15,Nup54,1,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000038569.8,Spry1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000038572.15,Hnrnpl,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000038743.15,Tmc4,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000038753.6,Sh3pxd2b,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000038770.4,Vasn,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000038863.9,Lars2,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000038886.3,Csf3,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000038893.6,Rcc2,0,1,0,1,0,0,0,0,0,0,0,0
ENSMUST00000038926.13,Baz1a,0,0,1,0,0,0,1,0,0,0,0,0
ENSMUST00000038973.7,Gnptg,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000039061.15,Trappc11,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000039090.9,Atp13a4,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000039144.7,Clstn1,0,0,0,0,0,0,1,0,0,0,1,0
ENSMUST00000039229.8,Cdcp1,0,0,0,0,0,0,0,0,1,1,0,0
ENSMUST00000039280.9,Scaf4,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000039318.16,Cdc14b,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000039388.3,Arl4d,0,0,0,0,0,0,0,1,1,0,0,1
ENSMUST00000039443.14,Ccdc50,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000039476.15,Arhgef11,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000039480.7,Zswim4,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000039490.9,Tnfsf9,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000039554.7,Trmt6,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000039559.9,Thbs1,1,0,1,1,0,0,3,3,4,4,3,2
ENSMUST00000039630.6,Ror1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000039631.10,Acta2,0,0,0,0,0,0,2,3,4,7,12,6
ENSMUST00000039782.14,Chd6,0,1,0,1,0,0,0,0,0,0,0,0
ENSMUST00000039784.12,Acaa1a,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000039810.8,Xpot,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000039894.13,Tbce,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000039990.6,P3h2,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000040005.13,Alkbh3,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000040043.7,Lats1,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000040105.8,Specc1l,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000040154.10,Cox6a1,0,1,0,1,0,0,0,0,0,0,0,0
ENSMUST00000040261.7,Macrod1,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000040314.12,Rbm17,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000040320.10,Micall1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000040440.7,Calm2,0,0,0,0,0,0,1,1,0,0,0,1
ENSMUST00000040514.8,Irs2,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000040599.15,Nav1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000040607.6,Lsm3,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000040624.7,Bicral,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000040766.9,Tmed10,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000040990.7,Vwa8,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000040992.8,Nek9,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000041023.14,Ipo9,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000041029.6,Smad6,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000041042.13,Tbc1d10a,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000041045.14,H2az1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000041055.9,Atg2b,0,0,0,1,1,0,0,0,0,0,1,0
ENSMUST00000041142.4,Muc1,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000041168.6,Adgrg6,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000041197.13,Abhd4,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000041231.14,Psme4,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000041331.4,Scd1,0,0,0,0,3,1,0,0,0,0,0,0
ENSMUST00000041361.14,Zfp335,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000041364.13,Nop14,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000041466.14,Zbed5,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000041475.16,Myof,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000041500.8,Srxn1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000041633.15,Tap1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000041649.8,Prss22,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000041674.14,Btn1a1,1,0,1,0,2,0,0,0,0,0,0,0
ENSMUST00000041684.11,Caskin2,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000041759.14,Hmgxb4,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000041804.8,Lmtk2,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000041806.13,Psen1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000042012.7,Sf3b3,0,0,0,0,1,0,0,1,0,0,0,0
ENSMUST00000042052.9,Hectd1,0,1,0,0,0,0,0,0,0,0,1,0
ENSMUST00000042057.12,Midn,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUST00000042105.11,Ppp1r15a,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000042141.12,Dhx9,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000042147.6,Noc4l,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUST00000042148.6,Mrps28,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000042194.10,Trpm4,0,1,0,0,0,1,0,0,0,0,0,0
ENSMUST00000042235.15,Eef1a1,3,7,3,1,2,1,4,3,4,8,4,3
ENSMUST00000042334.16,Rpl10a,0,1,0,1,1,0,0,0,0,0,0,0
ENSMUST00000042345.8,Ctnna1,0,0,0,0,0,0,1,0,0,0,2,1
ENSMUST00000042498.14,Hdlbp,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000042575.7,Topors,0,0,1,0,0,0,0,0,1,0,0,1
ENSMUST00000042608.8,Acd,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000042657.16,Slc39a11,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000042658.5,Echdc3,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000042724.8,Usp38,0,0,0,0,1,0,0,0,0,1,0,0
ENSMUST00000042792.7,Scn7a,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000042824.13,Herc1,0,0,0,0,0,0,0,1,1,0,0,0
ENSMUST00000042889.12,Setd5,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000042901.15,Smc4,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000042942.10,Sec23ip,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000042953.10,Nbas,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000042990.7,Serbp1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000043074.14,Fau,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000043077.8,Thrsp,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000043150.6,Acsl5,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000043200.8,Smap2,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000043237.14,Trp53inp2,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000043315.15,Serpina3g,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000043359.9,Smarca5,1,0,0,0,1,0,0,1,0,0,0,0
ENSMUST00000043419.10,Eif5a,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000043429.12,Nfyc,0,0,0,0,0,0,1,0,0,0,1,0
ENSMUST00000043584.5,Tubb4b,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000043624.9,Med13,0,0,2,0,0,0,1,0,0,0,1,0
ENSMUST00000043722.10,Lgals3bp,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000043757.15,Abcf1,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUST00000043767.9,Upf3a,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000043814.5,Fig4,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000043822.8,Cblc,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000043839.5,F11r,0,0,0,0,0,1,1,0,0,0,0,0
ENSMUST00000043867.11,Rpl22l1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000043931.9,Atp5h,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000043937.9,Ostc,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000044106.6,Psmd7,0,0,0,1,0,0,0,0,0,1,0,0
ENSMUST00000044148.3,Alg2,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000044158.13,Nop53,0,0,0,1,0,0,0,0,0,0,1,1
ENSMUST00000044200.11,Nop2,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000044207.5,Sart1,0,0,0,0,0,0,1,0,0,0,0,1
ENSMUST00000044216.8,Shd,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000044415.16,Npepl1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000044442.10,Ptk7,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUST00000044565.15,Col16a1,0,0,0,0,0,1,0,0,0,0,1,0
ENSMUST00000044672.11,Cdk19,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000044795.8,Nup133,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000045004.11,Dop1b,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000045035.12,Apoc1,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000045140.5,Tcaf1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000045142.15,Ctnnal1,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000045312.6,Smc1a,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000045351.13,Atg2a,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000045356.9,Rpl37,0,1,0,0,0,0,0,0,0,1,0,1
ENSMUST00000045441.8,Pygb,0,1,1,0,0,0,1,0,1,0,0,0
ENSMUST00000045487.4,Rhou,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000045512.15,Dennd4c,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000045620.10,Smco4,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000045633.6,Mybbp1a,1,1,0,0,0,0,2,2,0,1,0,0
ENSMUST00000045827.5,Mtrr,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000045847.15,Erf,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000045866.9,Ddx21,0,0,0,1,2,0,0,0,0,0,0,0
ENSMUST00000045897.15,Ptma,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUST00000045902.13,Fmo2,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000045903.8,Trak1,0,1,0,0,0,0,0,0,1,0,0,0
ENSMUST00000045905.15,Fermt2,0,0,1,0,0,0,0,0,1,0,0,0
ENSMUST00000045907.16,2700049A03Rik,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000046022.16,Skiv2l,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000046094.6,Ppp1ca,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000046186.8,Spon2,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000046207.9,Sf3b6,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000046212.2,Slc16a1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000046257.14,Sptan1,0,1,0,1,0,0,1,0,0,0,0,0
ENSMUST00000046498.3,Gjb5,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000046533.9,Prr7,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000046548.14,Lgr4,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000046575.17,Ptov1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000046603.15,Gak,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000046709.9,Supt16,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000046746.10,Igfbp7,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000046846.14,Kdm1a,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000046864.14,Vav3,0,0,0,0,0,0,1,0,0,0,0,1
ENSMUST00000046875.14,Uggt1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000046903.6,Trim7,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000046951.10,Pak1ip1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000046983.10,Smpd1,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUST00000047086.10,Wdr43,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUST00000047179.7,Zfp598,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000047208.12,Dzip1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000047226.10,Lonp1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000047328.11,Igfbp2,0,0,0,0,0,0,0,0,1,1,0,0
ENSMUST00000047362.11,Rccd1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000047436.11,Thoc6,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000047490.6,Ndst2,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000047497.15,Cep104,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000047524.10,Thada,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000047621.14,Ppp1r13l,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000047666.5,Pgm5,0,0,0,0,0,0,0,0,2,1,0,0
ENSMUST00000047672.9,Cct2,0,0,1,0,0,0,1,0,0,0,1,1
ENSMUST00000047734.15,Zfp281,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000047799.13,Acad11,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000047864.11,Eef2,2,2,2,2,0,1,1,2,2,1,0,0
ENSMUST00000047898.14,Kdm2a,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000047906.10,Tiparp,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000047923.12,Sec24d,0,0,1,0,0,0,1,0,0,0,0,0
ENSMUST00000048155.16,Rbm25,1,1,0,1,0,0,0,0,0,0,0,0
ENSMUST00000048162.10,Bsdc1,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000048209.16,Ldha,0,0,0,0,0,1,1,0,0,0,0,0
ENSMUST00000048289.14,Egr2,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000048377.11,Suco,1,0,0,0,0,0,1,0,0,1,1,0
ENSMUST00000048400.4,Tnks1bp1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000048653.10,Cpne2,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000048660.12,Pm20d1,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000048702.7,Tent2,0,0,1,1,0,0,0,0,0,0,0,0
ENSMUST00000048807.12,Mis12,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000048957.11,Ptpn13,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000048966.7,Tcf20,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000049074.13,Ptprf,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUST00000049093.8,Txnip,0,0,0,0,1,0,1,0,0,0,0,0
ENSMUST00000049149.15,Lrp1,0,0,0,0,0,0,1,0,0,0,0,1
ENSMUST00000049308.9,Itpr3,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000049357.10,Pnrc1,0,1,0,1,0,1,0,0,0,0,1,0
ENSMUST00000049385.14,Eif1,0,0,0,0,0,1,1,0,0,0,1,0
ENSMUST00000049412.12,Stau1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000049430.15,Galnt18,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000049453.9,Ube3c,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000049527.7,Prkar1a,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000049583.8,Zbtb40,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000049920.14,Ino80,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000050063.9,Arf6,0,0,0,0,0,0,0,0,1,0,0,1
ENSMUST00000050104.8,Gprc5a,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000050328.15,Eif2s3x,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000050487.16,Cd74,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000050552.15,Bzw1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000050715.10,Pcsk5,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000050785.14,Lcn2,0,0,0,0,1,1,0,0,0,0,1,0
ENSMUST00000050884.16,Hmgn1,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUST00000050905.16,Tpm1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000051014.2,Exph5,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000051065.6,Gprin3,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000051226.8,Pfkm,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000051241.7,Zfp36,0,0,0,0,0,0,2,1,0,0,3,1
ENSMUST00000051272.8,Wfdc12,0,0,0,1,1,0,0,0,0,0,0,0
ENSMUST00000051301.6,Pura,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUST00000051401.4,Cldn4,1,1,0,2,0,0,0,0,0,0,0,0
ENSMUST00000051446.16,Jmjd1c,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000051477.13,Cdc42,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000051484.5,Mageh1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000051572.8,Cavin2,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000051691.8,Slk,0,0,0,0,1,0,0,0,0,0,1,0
ENSMUST00000051925.5,Prdx6,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000051955.9,Rps23,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000052068.11,Rbp1,0,1,0,0,0,0,0,0,0,0,0,1
ENSMUST00000052120.14,Wdr3,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000052135.14,Rbbp6,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000052248.8,Eef1g,1,0,1,0,0,1,1,0,0,0,0,0
ENSMUST00000052346.10,Llgl1,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000052455.4,Pigm,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000052529.4,Ppp1r15b,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000052622.6,Tcim,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000052712.6,Tgs1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000052837.9,Ar,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000052876.3,Eva1b,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000052885.14,Tmem259,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000052919.8,Ormdl3,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000052927.11,Ppp1r16b,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000053015.7,Pcbp1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000053150.8,Rps27rt,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000053251.12,Rbpms,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000053265.8,Lyrm4,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000053577.9,Epcam,0,2,0,0,0,0,1,0,0,1,0,0
ENSMUST00000053713.5,Irf2bp1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000053766.14,Amfr,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000053926.12,Gm49486,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000053927.12,Erbin,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000053969.7,Sipa1l1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000054002.4,Socs3,0,0,0,0,0,0,1,0,0,0,2,0
ENSMUST00000054014.9,Ddx17,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000054197.7,S1pr2,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000054212.7,Rab11fip1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000054220.10,Rpl18a,2,1,0,0,0,0,1,0,0,0,0,0
ENSMUST00000054289.13,Rps2,0,0,0,1,0,0,0,0,1,0,2,0
ENSMUST00000054344.11,Eogt,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUST00000054356.16,Mtmr11,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000054477.8,AI837181,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000054607.16,Ahcy,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000054780.10,Zfp959,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUST00000054814.14,Shprh,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUST00000054815.15,Ppp1r13b,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000054960.9,Irf2bp2,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000055128.12,Tapt1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000055131.13,Usp48,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUST00000055316.10,Pdf,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUST00000055322.6,Ier5,1,0,1,0,1,0,0,0,0,0,0,0
ENSMUST00000055327.8,Aqp3,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUST00000055506.9,Gtf3c1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUST00000055647.15,Kif1b,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUST00000055655.9,Fasn,0,0,0,0,1,3,0,0,0,0,0,0
ENSMUST00000056124.11,Fbrsl1,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUST00000056246.8,Zfp954,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000056427.10,Tubb2a,0,1,0,0,0,0,0,0,0,0,1,0
ENSMUST00000056484.10,Nlgn2,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUST00000056889.15,Chd4,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUST00000056924.14,Plagl2,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUST00000056931.14,Ldb1,0,0,0,0,0,0,0,0,0,0,0,1
