Gene_Symbol,SRR1552444,SRR1552445,SRR1552446,SRR1552447,SRR1552448,SRR1552449,SRR1552450,SRR1552451,SRR1552452,SRR1552453,SRR1552454,SRR1552455
Msh6,0,0,0,0,0,0,0,0,0,0,0,1
Msl1,0,1,0,0,0,0,0,0,0,0,0,1
Msl2,1,0,0,0,0,0,0,0,0,0,0,0
Msrb3,0,0,0,0,0,0,0,1,1,0,0,0
Msto1,0,1,0,0,0,0,0,0,0,0,0,0
Mt1,0,0,0,0,0,0,2,2,0,0,0,0
Mt2,0,0,1,2,1,0,3,0,3,0,3,1
Mta2,0,0,0,0,0,0,1,1,1,0,1,1
Mtarc2,0,0,0,0,0,1,0,0,0,0,0,0
Mtch1,0,0,0,0,0,0,0,0,0,0,0,1
Mtcl1,0,0,0,0,1,0,0,1,0,0,0,0
Mtf2,0,1,0,0,0,0,0,0,0,0,0,0
Mtfr1l,0,0,1,0,0,0,0,0,0,0,0,0
Mthfd1,1,0,0,0,0,0,0,1,1,0,0,0
Mtif2,0,0,0,0,0,0,0,0,0,0,1,0
Mtln,0,0,0,0,0,0,0,0,1,0,0,0
Mtmr11,0,0,0,0,0,0,0,0,0,0,1,0
Mtmr6,0,0,0,0,0,0,0,0,0,0,0,1
Mtr,0,0,0,0,0,0,0,1,0,0,0,0
Mtrex,0,0,0,0,0,0,0,0,1,0,1,0
Mtrf1,0,0,0,0,0,0,0,0,0,0,0,1
Mtrr,0,0,0,0,0,0,0,0,0,0,0,1
Mtss1,0,0,0,0,1,0,0,0,0,0,0,1
Mtx2,0,0,0,1,0,0,0,0,0,0,0,0
Muc1,0,0,1,0,0,0,0,0,0,0,0,0
Muc15,0,1,0,0,0,0,0,0,0,0,0,0
Mvk,0,0,0,1,0,0,0,0,0,0,0,0
Mybbp1a,1,1,0,0,0,0,2,2,0,1,0,0
Myc,0,0,1,1,0,0,0,1,0,0,1,0
Myh11,0,0,0,0,0,0,3,1,6,12,6,12
Myh14,0,0,0,0,0,0,0,0,0,1,0,0
Myh9,1,1,0,1,0,0,0,1,2,2,2,1
Myl6,1,0,0,0,0,0,0,1,1,0,0,2
Myl9,0,0,0,0,0,0,0,0,1,0,0,0
Mylk,0,0,0,0,0,0,0,1,2,0,0,1
Myo1b,0,0,0,0,0,0,0,0,0,0,1,1
Myo1e,0,0,0,0,0,0,0,0,0,1,0,0
Myof,1,0,0,0,0,0,0,0,0,0,0,0
Mysm1,0,1,0,0,0,0,0,0,0,0,0,0
Naa15,0,0,0,1,0,0,0,0,0,0,1,0
Nab1,0,0,0,0,0,0,0,0,0,2,0,0
Naca,0,1,1,1,0,0,0,0,1,0,1,1
Naf1,0,0,0,0,0,0,0,1,0,0,0,0
Nagpa,0,0,0,1,0,0,0,0,0,0,0,0
Nampt,0,1,0,1,0,0,0,0,0,0,0,0
Nans,0,0,2,0,0,0,0,0,0,0,0,0
Nap1l1,0,0,1,0,0,0,0,1,0,0,0,0
Nars,0,1,0,0,0,0,0,0,0,0,0,0
Nav1,0,0,0,0,0,0,0,1,0,0,0,0
Nav2,0,0,0,0,0,0,0,0,0,0,0,1
Nbas,0,0,0,0,0,0,1,0,0,0,0,0
Nbea,0,0,0,0,1,0,0,0,0,0,0,0
Nbeal2,0,0,0,1,0,0,0,0,0,0,0,0
Nbr1,0,0,0,0,1,0,0,0,0,0,0,0
Ncapg2,0,1,0,0,0,0,0,0,0,0,0,0
Ncaph2,0,1,0,0,0,0,0,0,0,0,0,0
Ncbp1,1,0,0,0,0,0,0,0,0,0,0,0
Nck1,0,0,0,0,0,0,0,0,1,0,0,0
Nckap1,1,0,0,0,0,0,0,0,0,0,0,0
Nckap5l,0,0,1,0,0,0,0,0,0,0,0,0
Ncl,1,0,2,0,1,0,1,2,1,0,2,0
Ncoa1,0,0,0,0,0,0,0,0,0,0,0,1
Ncoa4,0,0,0,0,0,0,0,0,0,0,1,0
Ncoa6,0,1,0,0,0,0,0,0,0,0,0,0
Ncoa7,0,0,1,0,0,0,0,0,0,0,0,0
Ncor1,0,2,0,0,0,0,1,0,0,0,0,0
Ncor2,0,0,0,0,0,0,0,0,1,1,1,1
Ndfip1,0,1,0,0,0,0,0,0,0,0,0,0
Ndfip2,0,0,0,1,0,0,0,0,0,0,0,0
Ndor1,0,0,0,0,0,1,0,0,0,0,0,0
Ndrg1,0,0,1,0,1,0,2,0,0,0,0,0
Ndrg2,0,0,0,0,0,0,0,0,0,0,1,0
Ndst1,1,0,1,0,1,0,0,0,0,0,0,0
Ndst2,0,1,0,0,0,0,0,0,0,0,0,0
Ndufa11,0,0,0,0,0,1,0,0,1,0,0,0
Ndufa9,0,0,0,0,0,0,0,0,1,0,0,0
Ndufb3,0,0,0,1,0,0,0,0,0,0,0,0
Ndufb8,0,0,0,0,0,0,1,0,0,0,0,0
Ndufb9,0,0,0,0,0,0,1,0,0,0,0,0
Ndufc1,0,0,0,0,0,0,0,0,0,1,0,0
Ndufc2,0,0,0,0,0,0,0,0,0,1,0,0
Ndufs3,0,0,0,0,0,0,0,0,0,0,0,1
Ndufs4,0,0,0,0,0,1,0,0,0,0,0,0
Ndufs5,0,0,0,0,0,0,0,0,1,0,0,0
Ndufv2,1,0,0,0,0,0,0,0,1,0,0,0
Nectin2,0,0,0,1,1,0,0,0,0,0,0,0
Nectin4,1,0,0,0,0,0,0,0,0,0,0,0
Nedd9,0,0,0,1,0,0,0,0,0,1,0,1
Nek1,0,0,0,0,0,0,0,0,0,0,1,0
Nek7,1,0,0,0,0,0,0,0,0,0,0,0
Nek9,0,0,0,0,0,0,1,0,0,0,0,0
Nelfcd,0,1,0,0,0,0,0,0,0,0,0,0
Neo1,0,0,0,0,0,0,1,0,0,0,0,1
Nf1,0,0,0,0,0,0,0,0,0,1,0,0
Nfat5,0,0,0,1,0,0,0,0,0,0,0,0
Nfatc3,0,0,0,0,1,0,0,0,0,0,0,0
Nfatc4,0,0,0,0,0,0,0,0,0,0,0,1
Nfe2l1,0,1,1,1,0,0,0,0,0,0,0,0
Nfe2l2,0,0,0,0,0,0,0,0,0,1,0,0
Nfe2l3,0,0,1,0,0,0,0,0,0,0,0,0
Nfib,0,1,0,0,0,0,0,0,0,0,0,0
Nfix,0,0,0,0,0,0,1,0,0,0,0,0
Nfkb2,0,0,1,1,0,0,1,0,1,0,0,0
Nfkbiz,1,0,0,0,0,0,0,0,0,0,0,0
Nfyc,0,0,0,0,0,0,1,0,0,0,1,0
Ngfr,0,0,0,0,0,0,1,0,0,0,0,0
Nhsl1,0,0,0,0,0,0,0,0,0,0,1,0
Niban1,0,0,0,0,0,0,0,0,1,0,0,0
Niban2,0,1,0,0,0,0,0,0,0,0,0,0
Nipa2,0,0,0,0,0,0,0,0,0,0,0,1
Nisch,1,1,0,0,1,0,0,0,0,0,0,0
Nktr,0,1,1,0,0,0,0,0,0,0,0,0
Nlgn2,0,0,0,0,0,0,0,0,1,1,1,0
Noc2l,0,0,0,0,0,1,0,0,0,0,0,0
Noc4l,0,0,0,0,0,0,2,0,0,0,0,0
Noct,0,0,0,0,0,0,0,0,1,0,0,0
Nol7,0,0,0,0,0,0,0,1,0,0,0,0
Nomo1,1,0,0,0,0,0,0,0,0,0,1,0
Nop14,0,0,0,0,0,0,0,0,1,0,0,0
Nop2,0,0,0,0,0,0,0,0,0,1,0,0
Nop53,0,0,0,1,0,0,0,0,0,0,1,1
Nop56,1,0,0,0,0,0,0,0,0,0,0,0
Notch1,0,0,0,0,0,0,0,0,1,0,0,0
Npat,0,0,0,0,0,0,0,0,0,0,0,1
Npc1,0,0,0,0,0,0,0,0,1,0,0,0
Npepl1,0,0,0,1,0,0,0,0,0,0,0,0
Nphp1,0,0,0,0,0,0,0,0,1,0,0,0
Npm1,1,0,0,0,0,0,1,1,1,1,1,0
Npm3,0,0,0,0,1,0,0,0,0,0,0,0
Npr2,0,0,0,0,0,0,0,0,0,0,0,1
Nptn,0,0,0,0,1,0,1,0,0,0,0,0
Nr1d1,0,0,0,0,0,0,0,0,0,1,0,0
Nr3c1,0,0,1,0,0,0,0,0,0,0,0,0
Nr4a1,0,1,0,0,0,0,2,2,0,0,0,1
Nr4a3,0,0,0,0,0,0,0,1,0,0,0,0
Nrbp1,0,0,0,0,0,0,1,0,0,0,1,0
Nrbp2,0,0,0,0,0,0,0,1,0,0,0,0
Nrd1,0,0,0,0,0,0,0,1,1,0,0,1
Nrg1,0,0,0,0,0,0,0,0,0,1,1,0
Nrip1,0,0,0,0,0,1,0,0,0,0,0,0
Nrm,0,0,0,0,0,0,0,0,0,1,0,0
Nsa2,1,0,0,1,0,0,0,0,0,1,0,0
Nsd3,0,0,0,0,0,0,0,0,0,0,0,1
Nsf,0,0,0,0,0,1,0,0,0,0,0,0
Nsmaf,1,0,0,0,0,0,0,0,0,0,0,0
Nsmce3,0,0,0,1,0,0,0,0,0,0,0,0
Nsmf,0,0,0,0,0,1,0,0,0,0,0,0
Nsun2,1,0,0,0,0,0,0,0,0,0,0,0
Nt5c3,1,0,0,0,0,0,0,0,0,0,0,0
Nt5dc3,0,0,0,0,0,0,0,0,1,0,0,0
Ntan1,0,0,0,0,0,1,0,0,0,0,0,1
Ntf5,0,0,0,0,0,0,0,0,1,0,0,0
Nucb1,0,0,0,0,2,0,0,0,0,0,0,0
Nudc,0,0,0,0,0,0,0,0,0,0,1,0
Nudt21,1,0,0,0,0,0,0,0,0,0,0,0
Numa1,0,1,0,1,0,0,0,0,0,0,0,0
Nup133,0,0,0,0,0,0,1,0,0,0,0,0
Nup153,0,0,0,0,0,0,0,0,0,1,1,0
Nup54,1,0,0,0,0,0,0,0,0,1,0,0
Nup85,0,1,0,0,0,0,0,0,0,0,0,0
Nup93,0,0,0,0,0,0,0,1,0,0,0,0
Nup98,0,0,0,0,0,0,1,0,0,1,0,0
Oat,0,0,0,0,0,0,0,1,0,1,0,0
Oaz1,0,0,0,0,0,1,1,0,1,0,0,0
Obsl1,0,0,0,0,0,0,0,1,0,0,0,0
Ocln,0,0,0,1,0,0,0,0,0,0,0,0
Odc1,0,0,0,1,0,1,2,1,0,0,0,0
Odr4,0,0,0,1,0,0,0,0,0,0,0,0
Ogdh,0,0,0,0,1,0,0,0,0,0,0,1
Ogt,0,0,0,0,0,0,0,1,0,0,0,0
Olah,0,0,0,0,1,0,0,0,0,0,0,0
Oma1,0,0,0,0,0,0,0,0,0,1,0,0
Oplah,0,0,0,1,0,0,0,0,0,0,0,0
Ormdl3,0,0,0,0,0,0,0,0,0,0,1,0
Os9,0,1,0,0,0,0,0,0,0,0,0,0
Osbpl5,0,0,0,0,0,0,0,1,0,0,0,0
Osgin1,0,0,0,0,0,0,0,0,0,1,0,0
Osmr,0,0,0,0,0,0,1,1,0,0,0,0
Ostc,0,0,1,0,0,0,0,0,0,0,0,0
Otud4,0,0,0,0,0,0,0,0,0,1,0,0
Otud5,0,0,0,0,0,0,1,0,0,0,0,0
Ovol1,0,0,0,0,0,0,0,1,0,0,0,0
Oxct1,0,0,0,0,0,0,0,0,1,0,0,0
Oxnad1,0,0,0,0,0,0,0,0,0,0,1,0
P3h2,0,0,0,0,0,0,0,0,0,1,0,0
P4ha1,0,0,0,0,0,0,1,0,0,0,0,0
P4hb,0,0,0,0,0,0,0,1,0,0,1,0
Pa2g4,0,0,0,0,0,0,1,0,0,0,0,0
Pabpc1,0,1,0,0,0,3,1,1,2,1,0,0
Pabpc4,0,0,0,0,0,0,0,0,0,0,0,1
Pacs1,0,0,0,1,0,0,0,0,0,0,0,0
Pacsin2,0,1,0,0,0,0,0,0,0,0,1,0
Pacsin3,0,0,0,1,0,0,0,0,0,0,0,0
Padi2,0,1,0,0,0,0,0,0,0,0,0,0
Pafah1b1,0,0,0,0,0,0,1,0,0,0,0,0
Paics,1,0,1,0,0,0,0,0,0,0,1,0
Pak1ip1,1,0,0,0,0,0,0,0,0,0,0,0
Pakap,0,0,0,0,0,0,0,0,0,1,0,0
Pald1,0,0,0,0,1,0,0,0,0,0,0,0
Palld,0,0,0,0,0,0,0,1,0,0,2,2
Pam16,0,0,0,0,0,0,1,0,0,0,0,0
Papola,0,0,0,0,0,0,0,0,0,0,1,0
Papss1,0,0,1,0,0,0,0,0,0,1,1,0
Park7,0,0,0,0,0,0,0,0,0,0,0,1
Parp1,0,0,0,0,0,0,0,0,1,0,0,0
Parp10,0,0,0,0,0,0,0,0,0,0,0,1
Parp9,0,0,0,1,0,0,0,0,0,0,0,0
Parva,0,0,0,0,0,0,0,0,0,0,1,0
Patl1,1,0,0,0,0,0,0,0,0,0,0,0
Pawr,0,0,0,0,0,0,0,0,0,1,0,0
Paxbp1,0,0,0,0,0,0,0,0,0,0,1,0
Paxip1,0,0,0,0,0,0,0,1,0,0,0,0
Pbdc1,0,0,0,0,0,0,0,0,0,0,0,1
Pcbp1,0,0,0,0,0,0,0,1,0,0,0,0
Pcbp2,0,0,0,0,0,0,1,1,0,0,0,0
Pcdh1,1,0,0,0,0,0,0,0,0,0,0,0
Pcdh18,0,0,0,0,0,0,0,0,0,1,0,0
Pcdhgb2,0,0,0,0,0,0,0,0,1,0,0,0
Pcf11,0,1,0,0,0,0,0,0,0,1,1,0
Pcgf2,0,0,0,0,0,0,0,0,0,0,0,1
Pcmt1,0,0,0,0,0,0,0,0,1,0,0,1
Pcna,0,0,0,1,0,0,0,0,0,0,0,0
Pcnx,0,0,0,0,0,0,1,0,0,0,0,0
Pcsk5,0,0,0,0,0,0,0,0,0,1,0,0
Pcx,0,0,1,0,0,0,0,0,0,0,0,0
Pdcd10,0,0,0,0,1,0,0,0,0,0,0,0
Pdcd11,0,0,0,0,0,0,0,1,0,0,0,0
Pdcd4,0,0,0,0,0,0,0,1,0,0,0,0
Pdcl3,1,0,0,0,0,0,0,0,0,0,0,0
Pde4b,1,1,0,1,1,0,0,0,0,0,2,2
Pde4d,0,0,0,0,0,0,0,0,0,0,1,0
Pdf,0,0,0,0,0,0,0,0,0,1,0,0
Pdgfc,0,0,0,0,0,0,0,0,1,0,0,0
Pdha1,0,0,0,0,0,0,1,0,0,0,0,0
Pdia3,0,0,1,1,0,0,0,0,0,0,1,0
Pdia4,0,0,0,0,0,0,0,0,0,0,0,1
Pdia6,0,0,0,0,0,0,1,0,0,0,0,0
Pdk4,0,0,1,1,0,0,1,0,0,0,0,0
Pdlim3,0,0,0,0,0,0,0,0,0,0,0,1
Pdlim4,0,0,0,0,0,0,0,0,0,1,0,0
Pdlim5,0,0,0,0,0,0,0,0,0,1,0,0
Pds5a,0,0,0,0,1,0,0,0,0,0,0,0
Pecam1,0,0,0,0,0,0,0,0,0,1,0,0
Pelo,0,0,0,0,0,0,0,0,0,0,0,1
Per1,2,2,2,2,0,1,0,1,1,0,0,0
Per2,0,0,0,0,0,0,0,0,0,0,0,1
Perp,0,0,0,0,0,0,1,0,0,0,0,1
Pes1,0,0,0,0,1,0,0,0,0,0,0,0
Pex5,0,0,0,0,0,1,0,0,0,0,0,0
Pex6,0,0,0,0,0,0,0,0,0,1,0,0
Pfdn4,0,0,0,0,1,0,0,0,0,0,0,0
Pfdn5,0,0,0,1,0,0,0,0,0,0,0,0
Pfkfb3,1,1,0,0,1,0,0,0,0,0,0,0
Pfkl,0,0,1,1,0,0,0,0,0,1,0,0
Pfkm,1,0,0,0,0,0,0,0,0,0,0,0
Pfkp,0,0,0,0,0,0,0,0,0,0,1,0
Pfn1,0,0,0,0,0,0,0,0,0,0,1,0
Pgam1,0,0,0,0,0,0,0,0,2,0,0,0
Pgd,2,0,0,0,1,0,0,0,0,0,0,0
Pgk1,0,0,0,0,1,0,0,0,0,0,0,0
Pgm2,0,0,0,0,1,0,0,0,0,0,0,0
Pgm5,0,0,0,0,0,0,0,0,2,1,0,0
Pgrmc1,0,0,0,0,0,0,0,0,1,0,0,0
Pgs1,0,0,0,0,0,0,1,0,0,0,0,0
Phactr4,0,0,0,1,0,0,0,0,0,0,0,0
Phf2,1,0,0,0,0,0,0,0,0,0,0,0
Phf20,0,0,0,0,0,0,0,0,0,0,1,0
Phlda1,0,0,2,0,0,0,0,0,0,0,0,0
Phldb1,0,0,0,0,1,0,0,0,1,0,0,1
Phrf1,0,0,0,0,0,0,1,0,0,0,0,0
Pi4ka,0,0,1,0,0,0,0,0,0,0,0,0
Pick1,0,0,0,1,0,0,0,0,0,0,0,0
Pigb,0,0,0,0,0,0,0,0,0,0,0,1
Pigm,0,0,0,0,0,0,0,0,0,0,0,1
Pigo,0,0,0,1,0,0,0,0,0,0,0,0
Pik3r1,0,0,0,2,0,0,0,0,0,0,0,0
Pik3r2,0,0,0,0,0,0,1,0,0,1,0,0
Pim1,0,0,0,0,0,0,1,0,0,0,0,0
Pin1,0,0,0,0,0,0,0,0,0,0,0,1
Pip4p1,0,0,0,0,1,0,0,0,0,0,0,0
Pitpnb,0,0,0,0,0,0,1,0,0,0,1,0
Pja1,0,0,0,0,0,0,0,0,1,0,0,0
Pkm,1,0,0,0,0,2,0,0,0,1,0,1
Pkp1,0,0,0,0,0,0,0,1,0,0,0,0
Pkp3,0,0,0,0,0,0,0,0,0,2,1,1
Pkp4,0,0,0,0,0,0,0,0,0,0,1,0
Pla2g7,0,0,0,0,0,0,0,1,0,0,0,0
Plaa,1,0,0,0,0,0,0,0,0,0,0,0
Plagl2,0,0,1,0,0,0,0,0,0,0,0,0
Plb1,0,0,0,1,0,0,0,0,0,0,0,0
Plcb3,0,0,1,0,0,0,0,0,0,0,0,0
Plcd1,0,0,0,0,0,0,0,0,0,0,1,0
Plcd3,0,0,0,0,0,0,0,0,0,0,0,1
Plcg1,0,0,0,0,0,0,1,0,0,0,0,0
Pld2,0,0,1,0,0,0,0,0,0,0,0,0
Pld3,0,0,0,1,0,0,0,0,0,0,0,0
Plec,0,0,0,0,0,0,2,0,0,0,1,0
Plekhg2,0,0,0,0,0,0,1,1,0,0,0,0
Plekhg3,0,1,0,0,0,0,0,0,0,0,0,0
Plekhg5,0,1,0,0,0,0,0,0,0,0,0,0
Plekhm2,0,0,0,0,0,0,0,1,0,0,0,0
Plekho2,0,0,1,0,0,0,0,1,0,0,0,0
Plet1,3,0,1,0,1,0,0,0,0,0,0,0
Plin2,0,0,1,2,0,0,0,0,0,0,0,0
Plk2,0,0,0,1,0,0,0,0,0,0,0,0
Plk3,0,1,0,0,0,0,0,0,0,0,0,0
Plk4,1,0,0,0,0,0,0,0,0,0,0,0
Plod2,0,0,0,0,0,0,0,0,1,0,0,0
Plod3,0,0,0,0,0,1,0,0,0,0,0,0
Pls3,0,0,0,0,0,0,0,0,1,0,0,0
Plscr1,0,2,0,0,0,0,0,0,0,0,0,0
Plscr2,0,0,0,1,0,0,0,0,0,0,0,0
Pltp,0,0,0,0,0,0,0,0,0,1,0,1
Plxdc2,0,0,0,0,0,0,0,1,0,0,0,1
Plxnb2,1,0,0,1,0,0,0,0,0,1,0,0
Pm20d1,0,0,0,0,1,0,0,0,0,0,0,0
Pmepa1,0,0,0,0,0,0,0,1,0,0,0,0
Pmpcb,0,0,0,0,0,0,0,0,1,0,0,0
Pnn,0,0,0,0,1,0,0,0,0,0,0,0
Pno1,0,0,0,0,0,1,0,0,0,0,0,0
Pnrc1,0,1,0,1,0,1,0,0,0,0,1,0
Pofut2,0,1,0,0,0,0,1,0,0,0,0,0
Pole,0,0,1,0,0,0,0,0,0,0,0,0
Polh,0,0,0,0,0,0,0,0,0,0,0,1
Polr2a,0,0,1,0,0,0,0,0,0,0,0,0
Polr2c,0,0,0,1,0,0,0,0,0,0,0,0
Polr2e,0,0,0,0,1,0,0,0,0,0,0,1
Polr2m,0,0,0,0,0,0,0,0,1,0,0,0
Pom121,1,0,0,0,0,0,0,1,0,0,0,0
Por,0,0,0,0,0,0,0,0,1,1,0,0
Postn,0,0,0,0,0,0,3,2,2,0,2,1
Ppfia1,0,0,1,0,0,0,0,0,0,0,0,0
Ppia,0,2,1,0,0,1,0,0,1,1,0,1
Ppib,0,1,0,0,0,0,0,1,0,0,1,2
Ppig,0,0,0,0,0,1,0,0,0,0,0,0
Ppil4,0,0,1,1,0,0,0,0,0,0,0,0
Ppm1g,0,0,0,0,0,0,1,0,0,1,0,0
Ppp1ca,1,0,1,0,0,0,0,0,0,0,0,0
Ppp1cb,0,0,0,1,0,0,0,0,0,0,0,0
Ppp1cc,1,0,0,0,0,0,0,0,0,0,0,0
Ppp1r12a,0,0,0,0,0,0,0,1,0,1,0,0
Ppp1r13b,0,0,1,0,0,0,0,0,0,0,0,0
Ppp1r13l,0,0,0,0,0,0,0,0,1,0,0,0
Ppp1r14b,0,2,0,0,0,0,0,0,0,0,0,0
Ppp1r15a,0,1,0,0,0,0,0,0,1,0,0,0
Ppp1r15b,0,0,0,0,0,0,0,1,0,0,0,0
Ppp1r16b,0,0,0,0,0,0,0,1,0,0,0,0
Ppp1r37,0,0,0,0,0,0,0,0,0,0,1,0
Ppp1r9b,0,0,0,0,0,0,0,0,0,0,0,1
Ppp2ca,0,0,0,0,0,0,1,0,0,0,0,0
Ppp2r1a,0,0,0,0,0,0,0,0,0,0,1,1
Ppp3cc,0,0,0,0,0,1,0,0,0,0,0,0
Ppp4r1,0,0,1,1,0,0,0,0,0,0,0,1
Ppp6r1,0,0,0,0,0,1,0,0,0,0,0,0
Ppp6r2,0,1,0,0,0,0,0,0,0,0,0,0
Pprc1,0,0,0,0,0,0,1,0,0,1,0,0
Prdm2,0,0,1,0,0,0,0,0,1,0,0,0
Prdx1,0,0,0,0,0,0,0,0,0,0,1,1
Prdx3,0,0,0,0,0,0,0,0,0,1,0,0
Prdx4,0,0,0,0,1,0,0,0,0,0,0,0
Prdx6,0,1,1,0,0,0,0,0,0,0,0,0
Prelid1,0,0,0,0,0,0,0,0,1,0,0,0
Prim1,0,0,0,0,0,0,0,1,0,0,0,0
Prkar1a,0,0,1,0,0,0,0,0,0,0,0,0
Prkca,0,0,0,0,0,0,0,0,0,0,0,1
Prkci,0,0,0,0,0,0,1,0,1,1,0,0
Prkcq,0,0,0,0,0,0,0,0,0,0,0,1
Prkcsh,0,1,0,0,0,0,0,1,0,0,0,0
Prmt2,1,0,0,0,0,0,0,0,0,0,0,0
Prorp,0,0,0,0,0,0,1,0,0,0,0,0
Pros1,0,0,0,0,0,0,0,0,1,0,0,0
Prpf19,0,0,0,0,0,0,0,0,0,0,0,1
Prpf38b,0,0,1,0,0,0,0,0,0,0,0,0
Prpf39,1,0,0,0,0,0,0,0,0,0,0,0
Prpf4b,0,0,0,0,0,1,0,0,0,0,0,0
Prpf8,0,0,0,0,0,0,0,0,0,0,0,1
Prpsap1,0,0,0,0,0,0,0,0,0,1,0,0
Prr14l,0,0,0,0,0,0,0,0,0,0,0,1
Prr7,0,0,0,0,0,0,0,0,1,0,0,0
Prrc2a,0,2,1,0,0,1,1,0,0,0,1,1
Prrc2c,1,0,1,0,0,1,0,0,0,1,1,0
Prss22,1,0,0,1,0,0,0,0,0,0,0,0
Prss23,0,0,0,0,0,0,0,0,1,0,1,0
Prx,0,0,0,0,0,0,0,0,0,0,1,0
Psap,1,0,2,0,0,0,3,0,0,0,1,0
Psen1,0,0,0,1,0,0,0,0,1,1,0,0
Psma1,0,0,0,0,0,0,0,0,0,0,0,1
Psma2,1,0,0,0,0,0,0,0,0,0,0,0
Psma3,0,0,1,0,0,1,0,1,0,1,0,0
Psma5,1,0,0,0,0,0,0,0,0,0,0,0
Psma7,0,0,0,0,0,0,0,0,1,0,0,0
Psmb1,0,0,0,0,0,1,0,0,1,0,0,0
Psmb3,0,0,0,0,1,0,0,0,0,1,0,0
Psmb4,0,0,1,0,0,0,0,0,0,0,0,1
Psmb5,0,0,0,0,0,0,0,0,0,0,1,0
Psmb7,0,1,0,0,0,0,0,0,0,0,0,0
Psmc2,0,0,0,0,0,0,1,0,0,0,0,0
Psmc3,0,1,0,0,0,1,0,0,0,0,0,0
Psmc5,0,0,0,0,0,0,1,0,1,0,0,0
Psmc6,0,0,0,0,0,1,0,0,0,0,0,0
Psmd12,2,0,0,0,0,0,0,0,0,0,0,0
Psmd3,0,0,0,0,0,0,0,1,0,0,0,0
Psmd7,0,0,0,1,0,0,0,0,0,1,0,0
Psmd8,0,0,0,0,0,0,0,0,0,1,0,0
Psme4,0,0,0,0,0,0,1,0,0,0,0,0
Psph,0,0,1,0,0,0,0,0,0,0,0,0
Ptbp1,0,0,0,0,0,0,0,2,0,0,0,0
Ptbp3,0,1,0,0,0,0,0,0,0,0,0,0
Ptges3l,0,0,0,0,0,0,0,1,0,0,0,0
Ptgr2,0,0,0,0,0,0,0,0,1,0,0,0
Ptk2,1,0,0,1,0,0,0,1,0,0,1,0
Ptk2b,1,0,0,0,0,0,0,0,0,0,0,0
Ptk7,0,0,0,0,0,0,0,0,2,0,0,0
Ptma,0,0,0,0,1,0,1,1,0,0,0,0
Ptms,0,0,0,0,1,0,0,0,0,2,1,0
Ptn,1,0,0,0,0,0,0,0,0,0,0,0
Ptov1,0,0,0,0,0,0,0,1,0,0,1,1
Ptpn1,0,0,0,0,0,0,0,1,0,0,0,0
Ptpn11,0,0,0,0,0,0,0,0,0,0,0,1
Ptpn13,0,0,0,0,0,0,0,0,0,0,1,0
Ptpn14,0,0,0,0,0,0,0,0,0,0,1,0
Ptprf,0,0,0,0,0,0,1,2,0,0,0,0
Ptprk,2,0,0,1,0,0,0,0,0,0,0,0
Ptprs,0,0,0,0,0,0,0,0,0,0,1,0
Ptprv,0,0,0,0,0,0,1,0,0,0,0,0
Ptprz1,0,0,0,0,0,0,0,0,0,0,1,0
Pum1,1,1,0,0,0,0,0,0,0,0,0,0
Pura,0,2,0,0,0,0,0,0,0,0,0,0
Pxdn,0,1,0,0,0,0,0,0,0,0,0,1
Pxmp2,0,0,0,0,0,0,0,0,0,0,0,1
Pxn,0,0,0,0,0,0,0,0,0,1,0,0
Pxylp1,0,0,0,0,0,0,0,0,1,0,0,0
Pygb,0,1,1,0,0,0,1,0,1,0,0,0
Qars,0,1,0,0,0,0,0,1,0,0,0,1
Qsox1,0,0,0,0,0,3,0,0,0,0,0,0
R3hdm1,1,0,0,0,0,0,1,0,0,0,0,0
R3hdm2,0,1,0,1,0,0,0,0,0,0,1,0
Rab11fip1,0,0,0,0,0,0,0,0,1,0,0,0
Rab11fip5,0,0,0,0,0,0,1,0,0,0,0,0
Rab20,0,0,0,0,0,0,0,0,0,0,2,0
Rab27a,0,0,0,0,0,0,0,1,0,0,0,0
Rab28,0,0,1,0,0,0,0,0,0,0,0,0
Rab2a,0,0,0,1,0,0,0,0,0,1,0,0
Rab43,0,0,0,0,0,0,0,0,0,0,1,0
Rab4b,0,0,0,0,0,0,0,0,0,0,1,0
Rab5a,0,0,0,0,1,0,0,0,0,0,0,0
Rab6a,1,0,0,0,0,0,0,0,0,0,0,0
Rabep1,0,0,0,0,0,0,0,0,0,0,0,1
Rabepk,0,0,0,0,0,0,0,0,1,0,0,0
Rabgef1,0,1,0,0,0,0,0,0,0,0,1,0
Rabggta,0,0,0,0,0,0,1,0,0,0,0,0
Rabggtb,0,0,0,0,0,1,0,0,0,0,0,0
Rabl6,1,0,0,0,0,0,0,0,0,0,0,0
Rac3,0,0,0,0,0,0,0,0,0,0,0,1
Rack1,2,0,0,0,0,0,0,0,1,1,0,0
Rad23b,0,1,0,0,0,0,0,0,0,0,0,0
Rad50,0,0,1,0,0,0,0,0,0,0,0,0
Ralbp1,0,0,0,0,0,0,0,1,0,0,0,0
Ralgds,0,1,1,0,0,0,1,0,1,0,0,1
Ran,0,0,0,0,0,1,0,0,0,0,0,0
Ranbp2,0,0,0,0,0,0,0,1,0,0,0,0
Ranbp9,0,0,0,0,1,0,0,0,0,0,0,0
Rap1a,0,0,0,0,0,0,0,0,0,1,0,0
Rapgef5,0,0,1,0,0,0,0,0,0,0,0,0
