Gene_Symbol,SRR1552444,SRR1552445,SRR1552446,SRR1552447,SRR1552448,SRR1552449,SRR1552450,SRR1552451,SRR1552452,SRR1552453,SRR1552454,SRR1552455
Cnn1,0,0,0,0,0,0,1,0,0,2,2,0
Cnn2,0,0,0,0,0,0,1,0,0,0,0,0
Cnn3,1,0,0,0,0,0,0,0,0,0,0,0
Cnnm3,0,0,0,0,0,0,1,0,0,0,0,0
Cnot1,0,1,1,0,0,0,0,1,0,0,0,0
Cnot6l,0,0,0,0,0,0,0,1,0,0,0,0
Cnpy2,0,0,0,0,0,0,1,0,0,0,0,0
Cntrob,0,0,0,0,0,0,0,0,0,0,0,1
Cobl,1,0,0,0,0,0,0,0,0,0,0,0
Cobll1,0,0,0,0,0,0,0,0,1,1,0,0
Cog1,0,0,0,0,0,0,0,0,1,0,0,0
Cog8,0,0,0,0,0,0,0,0,1,0,0,0
Col11a1,0,0,0,0,0,0,0,0,1,0,0,0
Col14a1,0,0,0,0,0,0,1,0,0,1,0,0
Col16a1,0,0,0,0,0,2,0,0,0,2,1,0
Col17a1,0,0,0,1,0,0,1,0,0,2,1,2
Col18a1,0,0,0,0,0,0,0,0,2,0,0,0
Col4a1,0,0,0,0,0,0,1,2,2,0,2,4
Col4a2,0,0,0,0,0,0,2,1,1,2,1,2
Col4a5,0,0,0,0,0,0,0,0,1,0,2,1
Col4a6,0,0,0,0,0,0,0,1,0,1,0,0
Col6a1,0,0,0,0,0,0,0,1,0,0,2,1
Col7a1,0,0,0,0,0,0,0,0,0,1,0,0
Col8a1,0,1,0,0,0,0,0,0,0,0,0,0
Col9a2,0,1,0,0,0,0,0,2,0,1,0,0
Col9a3,0,0,0,0,0,0,0,1,0,0,1,0
Commd1,0,0,1,0,0,1,0,0,0,0,0,0
Commd8,1,0,0,0,0,0,0,0,0,0,0,0
Copa,0,0,1,0,0,0,0,1,0,0,0,0
Copb2,0,0,1,0,0,1,0,0,0,0,0,0
Cope,0,0,1,0,0,0,0,0,0,0,0,0
Cops2,0,0,0,0,0,0,0,0,0,0,0,1
Cops3,0,1,0,0,0,0,0,0,0,0,0,0
Cops5,0,0,0,0,0,0,1,0,0,0,0,0
Cops6,0,0,0,0,0,1,0,0,0,0,0,0
Copz1,0,0,0,0,1,1,0,0,0,0,0,0
Coq10b,0,0,0,0,0,0,0,0,0,0,0,1
Coro2a,1,0,0,0,0,0,0,0,0,0,0,0
Cotl1,0,0,0,0,0,0,1,0,0,1,0,0
Cox14,0,0,0,0,0,0,0,0,1,0,0,0
Cox18,0,1,0,0,0,0,0,0,0,0,0,0
Cox4i1,1,2,0,0,0,0,0,0,0,0,0,0
Cox5a,0,0,0,0,0,0,1,0,0,0,0,0
Cox5b,0,0,0,0,0,0,0,0,0,1,0,0
Cox6a1,0,1,0,1,0,0,0,0,0,0,0,0
Cox6c,0,0,1,0,0,0,0,0,0,0,0,1
Cox7a2,1,0,0,0,0,0,0,0,0,0,0,0
Cox7a2l,0,0,0,1,0,0,0,0,0,0,0,0
Cp,0,1,0,2,0,0,0,0,0,1,0,0
Cpd,0,0,0,0,1,0,0,0,0,0,0,0
Cplane1,0,0,0,0,0,0,0,1,0,0,0,0
Cpne1,0,0,0,0,0,0,0,0,0,0,0,1
Cpne2,0,0,0,0,0,0,0,0,0,0,1,0
Cpne8,0,0,0,0,0,0,0,0,0,0,0,1
Cpsf1,0,0,0,0,0,1,0,0,0,0,0,0
Cpsf4,0,0,0,0,0,0,0,1,0,0,0,0
Cpt1a,0,1,0,0,0,0,0,0,0,0,0,0
Cpt1c,0,0,0,0,0,0,1,0,0,0,0,0
Cpt2,0,0,0,0,0,0,0,0,0,0,0,1
Creld2,0,0,0,0,0,1,0,0,0,0,0,0
Crim1,0,0,0,0,0,0,0,0,1,0,0,0
Crispld2,0,0,0,0,0,0,0,1,1,0,0,0
Crk,0,0,0,0,0,0,0,0,0,0,1,1
Crnkl1,0,0,0,0,0,0,0,0,0,1,0,0
Crtc2,0,0,0,0,0,0,1,0,0,0,0,0
Cs,0,1,0,0,0,0,0,0,0,0,0,0
Csad,1,0,0,0,0,0,0,0,0,0,0,0
Csf2rb2,0,0,0,0,0,0,0,1,0,0,0,0
Csf3,0,0,0,1,0,0,0,0,0,0,0,0
Csn1s1,1,4,22,24,55,57,1,1,0,2,1,1
Csn1s2a,0,2,26,37,64,70,0,0,1,0,0,0
Csn1s2b,0,0,0,0,2,2,0,0,0,0,0,1
Csn2,2,1,41,36,92,80,0,0,2,0,2,1
Csn3,0,1,9,3,19,15,0,0,1,0,0,0
Csnk1a1,1,0,0,0,0,0,0,0,1,0,0,1
Csnk1d,0,0,0,0,0,0,0,0,1,0,0,0
Csnk2a1,0,0,0,0,0,0,0,0,0,0,0,1
Csrnp1,0,0,0,0,0,0,0,2,1,0,0,1
Csrp1,0,0,0,0,0,0,0,0,2,0,2,1
Cst3,0,0,0,0,0,0,0,1,0,0,0,0
Cstb,0,0,1,0,0,0,0,0,0,0,0,0
Cstf2,0,0,0,0,0,0,0,0,0,0,0,1
Ctdp1,1,0,0,0,0,0,0,0,0,0,0,0
Ctdsp2,0,0,0,0,0,0,0,0,0,0,1,0
Ctdspl,0,0,0,0,0,0,0,0,1,0,0,0
Ctdspl2,0,0,0,0,0,0,1,0,0,0,0,0
Ctnna1,0,0,0,0,0,0,1,0,0,0,2,1
Ctnnal1,0,0,0,0,0,1,0,0,0,0,0,0
Ctnnb1,0,0,0,0,0,0,2,0,0,0,0,1
Ctnnd1,0,1,0,0,0,0,0,0,0,0,0,0
Ctnnd2,0,1,0,0,0,0,0,0,0,0,0,0
Ctps2,0,0,1,0,0,0,0,0,0,0,0,0
Ctsb,0,0,1,1,0,0,0,1,0,0,0,0
Ctsd,0,0,0,0,0,0,0,1,1,0,1,0
Ctsl,0,0,0,0,0,0,1,1,2,0,0,1
Cttn,0,1,0,0,0,0,0,0,1,0,0,0
Cttnbp2nl,0,0,0,0,0,0,0,1,0,0,0,0
Cuedc1,0,0,0,0,0,0,0,0,1,0,0,0
Cul3,1,0,0,0,0,0,0,0,0,0,0,0
Cxadr,0,0,0,1,0,0,0,0,0,0,0,0
Cxcl1,0,1,0,0,0,0,0,0,0,0,0,0
Cxcl14,0,0,0,0,0,0,1,1,0,0,1,0
Cxxc1,0,0,0,0,0,0,1,0,0,0,0,0
Cyb5a,1,0,0,0,0,1,0,0,0,0,0,0
Cyb5r3,0,0,0,0,0,1,0,0,0,0,1,0
Cyb5r4,0,0,1,0,0,0,0,0,0,0,0,0
Cyc1,1,0,0,0,0,1,0,0,0,0,0,0
Cyhr1,0,0,0,0,0,0,0,0,0,1,0,0
Cyld,0,0,0,1,0,0,0,0,0,0,0,0
Cyth3,0,0,0,0,0,0,0,1,0,0,0,0
D8Ertd738e,0,0,1,0,0,0,0,0,0,0,0,0
Dab2,0,0,0,0,1,0,0,0,0,0,0,0
Dad1,1,0,0,0,0,0,0,0,1,0,0,0
Dag1,1,0,0,0,0,0,1,0,0,0,0,1
Dapk3,0,0,0,0,0,0,0,1,0,0,0,0
Dbf4,0,0,0,0,0,0,0,1,0,0,0,0
Dbi,1,1,1,1,0,0,0,0,0,0,0,0
Dbn1,0,0,0,0,0,0,0,0,1,0,0,0
Dbndd2,0,0,0,0,0,0,0,0,0,0,1,0
Dcaf1,0,0,0,0,0,0,0,1,0,0,0,0
Dcaf6,0,1,0,0,0,0,0,0,0,0,0,0
Dcakd,0,0,0,1,0,0,0,0,0,0,0,0
Dcps,0,1,0,0,0,0,0,0,0,0,0,0
Dctn1,0,0,0,0,0,0,0,0,0,1,0,0
Dctn2,0,0,0,0,0,0,0,0,1,0,1,0
Dctn4,0,0,0,0,0,0,1,0,0,0,0,0
Ddb1,1,1,1,0,0,0,0,0,1,1,0,1
Ddit3,0,0,0,0,0,0,1,0,0,0,0,0
Ddost,0,0,0,0,0,0,0,0,1,0,0,0
Ddr1,0,0,0,1,0,0,0,0,0,0,1,0
Ddx1,0,1,0,0,0,0,0,0,0,0,0,0
Ddx17,1,0,1,0,0,0,0,0,0,0,0,0
Ddx21,0,0,0,1,2,0,0,0,0,0,0,0
Ddx23,1,0,1,0,0,0,0,0,0,0,0,0
Ddx39b,0,1,0,0,0,0,0,0,0,0,0,0
Ddx3x,1,1,1,1,0,0,4,0,3,1,3,0
Ddx41,0,0,0,0,0,0,0,0,0,1,0,0
Ddx46,0,1,0,0,0,0,0,0,0,0,0,0
Ddx47,0,0,0,0,0,1,0,0,0,0,0,0
Ddx49,0,0,0,0,0,0,0,0,0,0,0,1
Ddx5,1,4,0,0,0,1,4,2,1,4,0,1
Ddx50,0,0,0,0,0,0,1,0,0,0,0,0
Ddx54,0,0,0,0,0,1,0,0,0,0,0,0
Ddx58,0,0,0,0,0,0,0,0,0,1,0,0
Dedd,0,0,0,0,0,0,0,0,0,0,0,1
Degs1,0,1,0,0,0,0,0,0,0,0,0,0
Dennd4c,0,0,0,0,0,0,1,0,0,0,0,0
Denr,1,1,0,0,0,0,0,0,0,0,0,0
Deptor,0,0,0,0,1,0,0,0,0,0,0,0
Derl2,0,0,0,0,0,0,0,0,0,0,1,0
Desi1,0,0,0,0,0,0,0,0,0,1,0,0
Dgka,0,0,0,0,0,0,1,0,0,0,0,0
Dhps,0,1,0,0,0,0,0,0,0,0,0,0
Dhrs7b,0,0,0,0,0,0,0,0,1,0,0,0
Dhx15,0,0,1,0,0,0,0,0,0,0,0,0
Dhx16,0,0,0,0,0,0,0,0,0,0,1,0
Dhx30,0,0,0,0,0,0,0,1,0,1,0,1
Dhx32,1,0,0,0,0,0,0,0,0,0,0,0
Dhx40,0,0,0,1,0,0,0,0,0,0,0,0
Dhx9,1,0,1,0,0,0,0,0,0,0,0,0
Diaph1,0,0,0,0,0,0,0,0,0,0,1,0
Diaph3,1,0,0,0,0,0,0,0,0,0,0,0
Dido1,0,0,0,0,0,0,0,0,0,2,0,0
Dld,0,0,0,1,0,0,0,0,0,0,0,0
Dlg4,0,0,0,0,0,0,0,0,1,0,0,0
Dll1,0,0,0,0,0,0,1,0,1,2,0,1
Dlst,0,0,0,0,0,0,0,0,0,1,0,0
Dnaja1,1,0,0,1,0,0,1,2,1,0,2,1
Dnaja2,0,0,0,0,0,1,0,0,0,0,0,0
Dnaja4,0,0,0,1,0,0,0,0,0,0,0,0
Dnajb1,0,0,0,0,0,0,1,1,0,0,1,0
Dnajb12,1,0,0,0,0,0,0,0,0,0,0,0
Dnajb4,0,0,0,0,0,1,0,0,0,0,0,0
Dnajb6,0,0,1,0,0,0,0,0,0,0,0,0
Dnajb9,0,0,0,0,1,0,0,0,0,0,0,0
Dnajc1,0,0,0,1,0,0,0,0,0,0,0,0
Dnajc11,0,0,0,0,0,0,0,0,0,1,0,0
Dnajc14,1,0,0,0,0,0,0,0,0,0,0,0
Dnajc3,0,0,0,0,0,0,1,0,0,0,0,0
Dnajc6,0,0,0,0,1,0,0,0,0,0,0,0
Dnhd1,0,0,0,0,0,0,0,0,1,0,0,0
Dnttip2,0,0,0,0,0,0,0,0,0,1,0,0
Dock1,0,0,0,0,0,0,1,0,0,0,0,0
Dock7,0,0,0,0,0,0,0,0,0,0,1,1
Dop1b,0,0,0,0,0,0,0,1,0,0,0,0
Dot1l,0,0,0,0,0,0,0,0,0,1,0,0
Dpysl3,0,0,0,0,0,0,0,1,0,0,0,1
Drap1,0,0,0,0,0,0,0,0,0,1,0,0
Drg1,0,0,0,0,0,0,0,0,0,0,0,1
Drg2,0,0,0,0,1,0,0,0,0,0,0,0
Dsg2,0,0,0,1,0,0,0,0,0,0,0,0
Dsp,0,0,0,0,0,0,2,0,0,1,0,0
Dst,0,0,1,1,0,0,3,2,0,1,3,2
Dstn,0,0,0,0,0,0,1,0,0,0,0,0
Dusp1,0,0,0,0,0,0,1,2,2,1,1,0
Dusp11,0,0,0,0,0,0,0,0,0,1,0,1
Dusp5,1,0,0,1,0,0,0,0,0,0,0,0
Dusp6,1,1,0,0,0,0,0,1,0,0,0,0
Dusp7,0,0,0,0,1,0,0,0,0,0,0,0
Dvl1,0,0,0,0,0,0,0,0,0,0,0,1
Dync1h1,0,0,0,0,0,1,0,0,0,0,1,0
Dync2li1,0,0,0,0,0,0,0,0,1,0,0,0
Dynll1,0,0,0,0,0,1,0,1,0,0,1,0
Dzip1,0,0,0,0,0,0,0,0,0,0,0,1
Echdc1,0,1,0,0,0,0,0,0,0,0,0,0
Echdc3,0,1,0,0,0,0,0,0,0,0,0,0
Ecpas,0,0,0,0,0,0,0,2,1,0,0,0
Ecrg4,0,0,0,0,0,0,0,0,1,0,0,0
Edar,0,0,0,0,0,0,1,0,0,0,0,0
Edem3,0,0,1,0,0,0,0,0,0,0,0,0
Eed,0,0,0,0,0,0,0,0,1,0,0,0
Eef1a1,6,9,3,3,2,2,6,8,5,8,5,4
Eef1b2,1,1,2,1,0,0,0,1,0,0,0,0
Eef1d,0,1,1,0,0,0,1,0,0,0,0,0
Eef1g,1,0,1,0,0,1,1,0,0,0,0,0
Eef2,2,2,2,2,0,1,1,2,2,1,0,0
Eef2k,0,0,0,0,1,0,0,0,0,0,0,0
Efnb2,0,0,0,0,0,0,0,0,1,0,0,0
Efr3a,0,0,0,0,0,0,0,0,0,0,0,1
Efs,0,0,0,0,0,1,0,0,0,0,0,0
Eftud2,0,0,0,0,0,0,0,0,0,0,0,1
Egfl7,0,0,0,0,0,0,0,0,0,0,1,0
Egln2,0,0,0,0,0,1,0,0,0,0,0,0
Egr1,0,0,0,1,0,0,0,1,0,0,0,2
Egr2,1,0,0,0,0,0,0,0,0,0,0,0
Ehbp1,0,0,0,0,0,0,0,0,0,0,1,0
Ehd2,0,0,0,0,0,0,1,0,0,0,0,1
Ehf,0,0,0,1,0,0,0,0,0,0,0,0
Ehhadh,0,0,0,1,0,0,0,0,0,0,0,0
Ehmt1,1,0,0,0,0,0,0,0,0,0,0,0
Ehmt2,0,0,0,0,0,2,0,0,0,0,0,0
Ei24,0,0,0,0,0,0,0,0,0,0,1,0
Eif1,0,0,0,0,0,2,1,0,0,0,1,0
Eif1ax,0,0,1,0,0,0,0,0,0,0,0,0
Eif2a,1,0,0,1,0,0,1,0,0,0,0,0
Eif2b2,1,0,0,0,0,0,0,0,0,0,0,0
Eif2b3,1,0,0,0,0,0,0,0,0,0,0,0
Eif2b5,0,0,0,0,0,0,0,0,0,0,0,1
Eif2s2,0,0,0,0,0,0,0,1,0,0,0,0
Eif2s3x,1,0,0,0,0,0,0,0,0,0,0,1
Eif3a,0,0,0,1,0,0,0,0,1,0,0,0
Eif3c,0,0,0,0,0,0,0,0,1,1,0,0
Eif3d,0,0,0,1,0,1,0,0,0,0,0,0
Eif3f,0,0,1,0,0,0,1,0,0,0,0,0
Eif3h,0,1,0,0,0,0,0,0,0,0,0,0
Eif3i,0,1,0,0,0,1,0,1,0,0,0,1
Eif3k,0,0,0,0,0,0,0,1,0,0,0,0
Eif3m,0,0,0,0,0,1,0,0,0,0,1,0
Eif4a1,0,2,1,0,0,0,1,0,1,2,0,0
Eif4a2,0,1,0,0,0,0,0,0,0,0,0,1
Eif4b,0,0,0,0,0,0,1,0,0,1,0,0
Eif4e,0,0,1,0,0,0,0,0,0,0,0,0
Eif4g1,2,2,0,0,0,1,0,1,2,1,0,0
Eif4g2,1,0,0,0,0,0,1,4,2,2,0,0
Eif4g3,0,0,0,0,0,0,0,0,0,0,1,1
Eif4h,0,0,0,0,0,0,0,1,0,1,0,0
Eif5a,0,0,0,0,1,0,1,0,1,0,0,0
Eif5b,1,0,0,0,0,0,1,0,0,0,0,0
Elf1,0,0,0,0,0,0,0,0,0,1,0,1
Elf2,0,0,0,0,0,0,0,0,1,0,0,0
Elf3,0,1,0,0,0,0,0,0,0,0,0,0
Elf5,0,0,2,0,1,0,0,0,0,0,0,0
Ell2,0,0,0,1,1,0,0,0,0,1,0,0
Elmod2,0,0,0,0,0,0,0,0,0,0,0,1
Eln,0,0,0,0,0,0,0,0,0,1,0,0
Elovl1,0,0,1,0,0,0,0,0,0,0,0,0
Elovl5,0,0,0,0,0,0,0,0,0,0,1,0
Elp2,0,0,0,1,0,0,0,0,0,0,0,0
Emc10,0,0,0,0,0,0,1,0,0,0,0,0
Emc2,0,0,0,0,1,0,0,0,0,0,0,0
Emd,0,0,0,0,0,0,0,0,0,1,0,0
Endov,0,0,0,0,0,0,0,0,0,1,0,0
Eno1,0,0,0,0,0,0,0,0,2,0,0,0
Eno1b,0,0,0,1,0,0,0,0,2,0,0,0
Entpd1,0,0,0,0,0,0,0,0,2,0,0,0
Entpd2,0,0,0,0,0,0,0,0,1,0,0,0
Entpd4,1,0,0,0,0,0,0,0,0,0,0,0
Eogt,0,0,0,0,0,0,0,0,0,0,2,0
Ep300,0,0,0,0,0,0,0,1,0,0,1,1
Epas1,0,0,0,0,0,0,0,1,0,0,0,0
Epb41l2,0,0,0,0,0,0,0,0,0,0,1,0
Epb41l4b,1,0,0,0,0,0,0,0,0,0,0,0
Epc1,0,1,0,0,0,0,0,0,0,0,0,0
Epcam,0,3,0,0,0,0,1,0,0,2,0,0
Epdr1,0,0,0,0,0,0,0,0,0,1,0,0
Epha1,0,0,0,0,0,0,0,0,0,0,0,1
Epha2,2,1,0,0,0,0,0,1,1,0,0,0
Ephx1,0,0,0,0,0,0,0,0,0,0,0,1
Epn1,0,0,0,0,0,1,0,0,0,0,0,0
Eppk1,0,0,0,0,0,0,0,0,0,0,1,0
Eps8,0,0,0,0,0,0,0,0,0,1,0,0
Erap1,1,1,0,0,0,0,0,0,0,0,0,0
Erbin,0,1,0,0,0,0,0,1,0,0,1,0
Ercc2,0,0,1,0,0,0,0,0,0,0,0,0
Ercc3,0,1,0,0,0,0,0,0,0,0,0,0
Erf,0,0,0,0,0,0,0,0,1,0,0,0
Ergic2,0,0,0,0,0,0,0,0,1,0,0,0
Ergic3,0,2,0,1,0,0,0,0,1,0,0,0
Erlec1,0,0,0,0,0,0,0,0,0,1,0,0
Ero1a,0,0,0,0,0,0,0,0,0,0,1,0
Errfi1,0,0,0,1,0,0,1,2,1,1,1,2
Esco1,0,1,0,0,0,0,0,0,0,0,0,0
Esd,0,0,0,0,0,0,1,0,0,0,0,0
Esrp1,0,0,0,0,1,0,0,0,0,0,0,0
Esyt1,2,0,0,0,0,0,0,0,0,0,0,0
Ethe1,0,0,0,0,0,0,0,0,1,0,0,0
Etl4,0,0,0,1,0,0,1,0,0,0,0,0
Ets2,0,1,0,1,0,0,0,0,0,0,0,0
Eva1b,1,0,0,0,0,0,0,0,0,0,0,0
Ewsr1,1,0,0,1,0,0,0,0,1,0,0,0
Exoc5,0,0,0,0,0,1,0,0,0,0,0,0
Exph5,0,0,0,0,1,0,0,0,0,0,0,0
Ext1,0,0,0,0,0,0,0,0,1,1,0,0
Ext2,0,0,0,0,0,0,0,0,0,0,1,0
Extl3,0,0,0,0,0,0,0,0,0,0,1,0
Eya2,0,0,0,0,0,0,1,0,0,0,0,0
Ezr,1,1,1,0,0,0,0,3,0,0,0,0
F11r,0,0,0,0,0,1,1,0,0,0,0,0
Fabp3,0,0,1,0,2,0,0,0,0,0,0,0
Fads1,0,0,1,0,1,1,0,0,0,0,0,0
Fads3,0,0,0,0,0,0,0,0,0,0,0,1
Faf2,0,0,0,0,0,0,1,0,0,0,0,0
Fam120a,0,0,0,0,0,1,0,0,0,0,0,0
Fam13a,0,0,0,0,1,1,0,0,0,0,0,0
Fam13b,0,0,0,0,0,0,0,0,0,0,0,1
Fam193b,0,0,0,1,0,0,0,0,0,0,0,0
Fam234a,1,0,0,0,0,0,0,0,0,0,0,1
Fam234b,0,0,0,1,0,0,0,0,0,0,0,0
Fam3c,0,0,0,1,0,0,0,0,0,0,0,0
Fam43a,0,0,0,1,0,0,0,0,0,0,0,0
Fam83h,0,0,0,0,0,0,0,1,1,0,0,0
Farsa,0,1,0,0,0,0,0,0,0,0,0,0
Farsb,1,0,0,0,0,0,0,0,0,0,0,0
Fasn,0,0,1,1,2,6,0,0,1,0,0,0
Fastkd2,0,0,1,0,0,0,0,0,0,0,0,0
Fastkd3,0,1,0,0,0,0,0,0,0,0,0,0
Fat1,0,0,0,1,0,0,0,1,1,0,0,0
Fau,0,0,0,0,0,0,1,0,0,0,0,0
Fbln2,0,0,0,0,0,0,1,0,0,0,0,0
Fbn1,0,0,0,0,0,0,0,0,1,1,0,0
Fbn2,0,0,0,0,0,0,1,0,0,0,0,0
Fbrs,0,0,0,0,0,0,0,1,0,0,0,0
Fbrsl1,0,0,0,0,0,0,0,0,1,0,0,0
Fbxl5,0,0,1,0,0,0,0,0,0,0,0,0
Fbxo30,1,0,0,0,0,0,0,0,0,0,0,0
Fbxo32,0,0,0,0,0,0,0,0,0,0,0,1
Fbxo34,0,0,0,0,0,0,0,0,0,1,0,0
Fbxw5,0,0,0,0,0,0,0,1,0,0,0,0
Fcgbp,2,3,0,0,0,1,0,0,0,0,0,0
Fchsd2,0,0,0,0,1,0,0,0,0,0,0,0
Fcsk,0,0,0,0,0,1,0,0,0,0,0,0
Fdps,0,0,0,0,0,0,1,0,0,0,0,0
Fem1b,0,0,0,0,0,0,0,1,0,0,0,0
Fem1c,0,0,0,0,0,0,0,1,0,0,0,0
Fermt1,0,0,0,0,0,0,0,0,0,0,0,1
Fermt2,0,0,1,0,0,0,0,0,1,0,0,0
Fgd6,0,0,1,0,0,0,0,0,0,0,0,0
Fgfr1,0,0,0,0,0,0,0,0,0,0,2,0
Fgfr2,1,0,0,0,0,0,1,0,1,0,0,0
Fgfrl1,0,0,0,0,0,0,0,0,0,0,1,0
Fh1,0,0,0,1,0,0,0,1,0,1,0,1
Fhip1b,0,0,0,0,0,1,0,0,0,0,0,0
Fhl2,0,0,1,0,0,0,0,0,0,0,0,0
Fhod3,0,0,0,0,0,0,0,1,0,0,0,1
Fig4,0,0,1,0,0,0,0,0,0,0,0,0
Fip1l1,0,1,0,0,0,0,0,0,0,0,0,0
Fkbp11,0,0,0,0,1,0,0,0,0,0,0,0
Fkbp4,0,0,1,0,0,0,0,1,0,1,0,0
Fkbp5,0,1,0,0,0,0,0,0,0,0,0,0
Flcn,0,0,0,0,0,1,0,0,0,0,0,0
Flii,0,0,0,0,0,0,0,0,0,0,1,0
Flna,0,0,0,1,0,0,5,0,3,6,4,8
Flnc,0,0,0,0,0,0,1,1,0,0,2,0
Fmo2,0,0,0,0,0,0,0,0,0,1,0,0
Fntb,0,0,0,0,0,0,0,0,0,0,1,0
Folr1,0,0,0,0,0,1,0,0,0,0,0,0
Fos,4,1,0,0,1,0,2,1,2,2,1,4
Fosb,0,1,1,0,0,0,0,1,0,1,1,1
Fosl1,0,0,0,0,0,0,0,1,0,0,0,0
Fosl2,0,0,0,0,0,0,1,0,0,0,0,0
Frmd6,0,0,0,0,0,0,0,0,0,0,0,1
Frmd8,1,0,0,0,0,0,0,0,0,0,0,0
Frs2,0,0,0,0,0,0,0,0,0,0,1,0
Fryl,0,1,0,1,0,0,0,0,0,1,0,1
Fstl3,0,0,0,0,0,0,0,1,0,0,0,0
Fth1,1,2,3,4,2,1,0,0,1,1,1,0
Ftl1,0,0,0,1,1,1,0,0,0,0,0,1
Ftl1-ps1,0,0,0,1,0,0,0,0,0,0,0,0
Ftsj1,0,0,0,0,0,0,0,0,1,0,0,0
Fubp1,0,1,0,0,0,0,0,0,0,0,0,0
Fundc1,0,0,0,0,0,1,0,0,0,0,0,0
Fus,0,1,1,0,0,0,1,0,1,0,0,0
Fxr1,0,0,0,0,0,0,0,0,0,1,1,0
Fxr2,0,0,0,0,0,0,1,1,0,0,0,0
Fyco1,0,0,0,0,0,0,0,0,0,0,0,1
G3bp2,1,0,0,1,0,0,0,0,0,0,0,0
G6pdx,0,0,0,0,0,0,0,1,0,0,0,1
Gabarapl1,0,0,0,0,0,0,0,0,0,0,1,0
Gabpb2,0,0,0,1,0,0,0,0,0,0,0,0
Gadd45b,0,0,0,0,1,0,1,0,0,0,0,0
Gadd45g,0,0,1,0,0,0,0,0,0,0,0,0
Gak,0,0,0,1,0,0,0,0,0,0,0,0
Galnt10,0,0,0,0,1,0,0,0,0,0,0,0
Galnt18,0,0,0,0,0,0,0,0,2,0,0,0
Galnt3,0,0,0,2,0,0,0,0,0,0,0,0
Ganab,1,0,0,0,1,0,0,0,0,0,0,1
Gapdh,0,0,0,0,0,0,0,1,0,0,1,0
Gas2l1,0,2,0,0,0,0,0,0,0,0,0,0
Gas6,0,0,0,0,0,0,0,0,0,0,1,0
Gba2,0,0,0,0,0,0,0,0,0,0,1,0
Gbp3,0,0,0,0,0,0,0,1,0,0,0,0
Gca,1,0,0,0,0,0,0,0,0,0,0,0
Gcat,0,0,0,0,0,0,0,1,0,0,0,0
Gcc1,1,0,0,0,0,0,0,0,0,1,1,1
Gclc,0,0,1,0,0,0,0,0,0,0,0,0
Gclm,1,0,0,0,0,0,0,0,0,0,0,0
Gcnt2,0,0,0,0,0,0,0,0,0,0,1,0
Gdi1,0,0,0,1,0,0,0,0,0,0,0,0
Gem,0,0,0,0,0,0,0,0,0,0,0,1
Gemin5,0,0,1,0,0,0,0,0,0,0,0,0
Get3,0,0,0,0,0,0,0,0,0,0,0,1
Gfus,0,1,0,0,0,0,0,0,0,0,0,0
Ggt1,0,0,0,0,0,0,1,0,0,0,0,0
Ghitm,0,0,0,0,0,0,0,1,0,1,0,0
Ghr,0,0,0,0,0,0,0,0,0,0,0,1
Gid4,0,0,0,0,0,0,0,0,0,0,0,1
Gigyf1,0,0,1,0,0,0,0,0,0,0,1,0
Gigyf2,0,0,0,0,0,0,1,0,0,0,0,0
Gin1,0,0,0,0,0,0,0,0,1,0,0,0
Gja1,0,0,0,0,0,0,0,0,1,0,0,0
Gjb4,0,0,0,0,0,0,0,1,1,0,0,0
Gjb5,0,0,0,0,0,0,0,0,1,0,0,0
Gk,0,0,0,0,0,1,0,0,0,0,0,0
Glg1,0,0,1,0,0,0,0,0,0,0,0,0
Glrx3,0,1,2,0,0,0,0,0,0,0,0,0
Glul,0,0,0,1,0,0,0,0,0,1,0,1
Glycam1,0,0,13,11,38,40,0,0,3,1,0,0
Glyr1,0,0,1,0,0,0,0,0,0,0,0,0
Gm10053,0,0,0,0,0,1,0,0,0,0,0,0
Gm10358,0,0,1,0,0,0,0,0,0,0,0,0
Gm11027,0,0,0,0,0,0,0,0,0,0,1,0
Gm13278,0,0,0,0,0,0,0,0,0,0,0,1
Gm2000,0,0,1,0,0,0,0,0,0,0,0,0
Gm20390,0,0,0,0,0,0,0,0,0,1,0,0
Gm20721,0,2,0,0,0,0,0,0,1,0,0,0
Gm21897,0,0,0,0,0,0,0,0,0,0,0,1
Gm2296,0,0,0,0,0,0,1,1,0,0,0,0
Gm2a,0,0,0,0,0,0,0,0,0,1,0,0
Gm3550,0,0,0,0,0,0,0,0,0,0,1,0
Gm45713,0,0,0,0,0,0,2,0,0,1,0,0
Gm49359,0,0,0,0,0,0,0,0,1,0,0,0
Gm49368,0,0,0,0,0,0,0,0,1,0,0,0
Gm49450,0,0,0,0,0,0,0,1,0,0,0,0
Gm49486,0,0,0,0,0,0,0,0,0,0,0,1
Gm49804,0,0,0,0,0,0,0,0,0,1,0,0
Gm5148,0,0,0,1,0,0,0,0,0,0,0,0
Gm8113,0,0,0,0,0,0,0,0,0,0,0,1
Gm8797,0,0,0,0,0,0,0,1,0,0,0,0
Gm8909,0,0,0,0,0,0,1,0,0,0,0,0
Gmeb1,0,0,0,0,0,0,1,0,0,0,0,0
Gmfb,0,0,1,0,0,0,0,0,0,0,0,0
Gnas,0,1,0,0,0,0,0,0,0,0,0,0
Gnb1,0,0,0,0,0,0,0,0,0,1,0,0
Gnb2,1,0,0,0,0,0,0,0,0,1,0,0
